import_ref;category_code;caseref;country;origin;type_code;alt_ref;responsible;filing_date;filing_num;registration_date;registration_num;publication_date;publication_num;expire_date;notes;parent_ref;import_ref;type_code;value;language;display_order;type_code;value;language;display_order;import_ref;actor_display_name;role;display_order;rate;actor_ref;date;import_ref;actor_display_name;role;display_order;rate;actor_ref;date;import_ref;actor_display_name;role;display_order;rate;actor_ref;date
IMP-160;TM;2021MHW07TM;WO;wo;;;admin;2021-04-06;1440880;;1440880;;;2028-10-22;octroi;;IMP-160;TIT;DERMO IONIQ;en;1;CL;3, 5, 44;en;1;IMP-160;MHW;CLI;1;;;;IMP-160;MHW;OWN;1;;;;IMP-160;;CNT;1;;;
IMP-161;TM;2021MHW07TM;RU;wo;;;admin;2021-04-06;1440880;2021-11-25;1440880;;;2028-10-22;;;IMP-161;TIT;DERMO IONIQ;en;1;CL;3, 5, 44;en;1;IMP-161;MHW;CLI;1;;;;IMP-161;MHW;OWN;1;;;;IMP-161;;CNT;1;;;
IMP-162;TM;2021MHW07TM;UA;wo;;;admin;2021-04-06;1440880;2022-02-17;1440880;;;2028-10-22;;;IMP-162;TIT;DERMO IONIQ;en;1;CL;3, 5, 44;en;1;IMP-162;MHW;CLI;1;;;;IMP-162;MHW;OWN;1;;;;IMP-162;;CNT;1;;;
IMP-163;TM;2021COD01TM;FR;;;;admin;2021-04-13;4754857;;;;;2031-04-13;;;IMP-163;TIT;O-A.R.K;en;1;CL;9, 28, 41;en;1;IMP-163;CODA TECH;CLI;1;;;;IMP-163;CODA TECH;OWN;1;;;;IMP-163;;CNT;1;;;
IMP-164;TM;2021EQU01TM;FR;;;;admin;2021-04-12;4753650;;;;;2031-04-12;;;IMP-164;TIT;EQUILIBRE EST ZEN;en;1;CL;41, 44;en;1;IMP-164;MAILLIER DUJARDIN;CLI;1;;;;IMP-164;MAILLIER DUJARDIN;OWN;1;;;;IMP-164;;CNT;1;;;
IMP-165;TM;2021JAR01TM;FR;;;;admin;2021-04-08;4752841;;;;;2031-04-08;;;IMP-165;TIT;JARDIN EMIRATI;en;1;CL;3, 4, 35;en;1;IMP-165;LEGALSPOT;CLI;1;;;;IMP-165;JARDIN EMIRATI;OWN;1;;;;IMP-165;GHARBI;CNT;1;;;
IMP-166;TM;2021MHW07TM;UAE;;;;admin;2021-04-13;348963;2021-04-13;;;;2031-04-13;;;IMP-166;TIT;DERMOIONIQ;en;1;CL;3;en;1;IMP-166;MHW;CLI;1;;;;IMP-166;MHW;OWN;1;;;;IMP-166;;CNT;1;;;
IMP-167;TM;;FR;;;;admin;2021-06-02;4772636;;;;;2031-06-02;;;IMP-167;TIT;RHESO.TECH;en;1;CL;9, 35, 38, 41, 42;en;1;IMP-167;RHESO.TECH;CLI;1;;;;IMP-167;RHESO.TECH;OWN;1;;;;IMP-167;;CNT;1;;;
IMP-168;TM;2021SUB01TM;FR;;;;admin;2021-06-18;4777989;;;;;2031-06-18;;;IMP-168;TIT;STORE COMMANDER;en;1;CL;9, 35, 38, 40, 41, 42;en;1;IMP-168;SUBLIM INVEST;CLI;1;;;;IMP-168;SUBLIM INVEST;OWN;1;;;;IMP-168;MILLET;CNT;1;;;
IMP-169;DM;2021QUA01DM;FR;;;;admin;2021-07-22;20213458;;;;;2026-07-22;;;IMP-169;TIT;LOGOS TETE DE LION (2);en;1;CL;;en;1;IMP-169;QUASAR QUASI STELLAR;CLI;1;;;;IMP-169;QUASAR QUASI STELLAR;OWN;1;;;;IMP-169;THOMAS;CNT;1;;;
IMP-170;TM;2021HPE01TM;FR;;;;admin;2021-07-26;;;;;;2031-07-26;;;IMP-170;TIT;INNCH;en;1;CL;7, 37, 40, 42;en;1;IMP-170;HPE;CLI;1;;;;IMP-170;HPE;OWN;1;;;;IMP-170;HIARD;CNT;1;;;
IMP-171;TM;2021HPE02TM;FR;;;;admin;2021-07-26;;;;;;2031-07-26;;;IMP-171;TIT;LOGO INNCH;en;1;CL;7, 37, 40, 42;en;1;IMP-171;HPE;CLI;1;;;;IMP-171;HPE;OWN;1;;;;IMP-171;HIARD;CNT;1;;;
IMP-172;TM;2021SEV01TM;FR;;;;admin;2021-08-02;4790161;;;;;2031-08-02;;;IMP-172;TIT;VABHYOGAZ;en;1;CL;1, 4, 7, 37, 39, 40, 42;en;1;IMP-172;SEV ENERGIES NOUVELLES;CLI;1;;;;IMP-172;SEV ENERGIES NOUVELLES;OWN;1;;;;IMP-172;;CNT;1;;;
IMP-173;TM;2021ORN01TM;FR;;;;admin;2021-08-11;4792181;;;;;2031-08-11;;;IMP-173;TIT;ORNABAT;en;1;CL;6, 19, 20, 37, 42;en;1;IMP-173;ORNEMENT DU PATRIMOINE BATI;CLI;1;;;;IMP-173;ORNEMENT DU PATRIMOINE BATI;OWN;1;;;;IMP-173;;CNT;1;;;
IMP-174;TM;2022ORN02TM;WO;wo;;;admin;2022-01-18;1653656;2022-01-18;1653656;;;2032-01-18;;;IMP-174;TIT;ORNABAT;en;1;CL;6, 19, 20, 37, 42;en;1;IMP-174;ORNEMENT DU PATRIMOINE BATI;CLI;1;;;;IMP-174;ORNEMENT DU PATRIMOINE BATI;OWN;1;;;;IMP-174;;CNT;1;;;
IMP-175;TM;2022ORN02TM;CH;wo;;;admin;2022-01-18;1653656;2022-01-18;1653656;;;2032-01-18;;;IMP-175;TIT;ORNABAT;en;1;CL;6, 19, 20, 37, 42;en;1;IMP-175;ORNEMENT DU PATRIMOINE BATI;CLI;1;;;;IMP-175;ORNEMENT DU PATRIMOINE BATI;OWN;1;;;;IMP-175;;CNT;1;;;
IMP-176;TM;2022ORN02TM;UE;wo;;;admin;2022-01-18;1653656;2022-01-18;1653656;;;2032-01-18;;;IMP-176;TIT;ORNABAT;en;1;CL;6, 19, 20, 37, 42;en;1;IMP-176;ORNEMENT DU PATRIMOINE BATI;CLI;1;;;;IMP-176;ORNEMENT DU PATRIMOINE BATI;OWN;1;;;;IMP-176;;CNT;1;;;
IMP-177;TM;2021CAR01TM;FR;;;;admin;2021-04-02;4751132;2021-04-02;4751132;2021-04-23;;2031-04-02;;;IMP-177;TIT;CARBON WORKS;en;1;CL;1, 11, 40, 42;en;1;IMP-177;CARBON WORKS;CLI;1;;;;IMP-177;CARBON WORKS;OWN;1;;;;IMP-177;COURTIAU;CNT;1;;;
IMP-178;TM;2021CAR02TM;FR;;;;admin;2021-04-26;4759581;;;2021-05-21;;2031-04-26;;;IMP-178;TIT;CARBON WORKS (sf);en;1;CL;1, 11, 40, 42;en;1;IMP-178;CARBON WORKS;CLI;1;;;;IMP-178;CARBON WORKS;OWN;1;;;;IMP-178;COURTIAU;CNT;1;;;
IMP-179;TM;2021PER01TM;FR;;;;admin;2021-09-10;4798642;;;;;2031-09-10;;;IMP-179;TIT;CECILE PERRET;en;1;CL;9, 16, 35, 41, 45;en;1;IMP-179;CECILE PERRET CONSEIL;CLI;1;;;;IMP-179;CECILE PERRET CONSEIL;OWN;1;;;;IMP-179;PERRET;CNT;1;;;
IMP-180;TM;2021MYD01TM;UK;;;;admin;2021-09-10;UK00003693338;;;;;2031-09-10;;;IMP-180;TIT;ETICK;en;1;CL;9, 35, 38, 42;en;1;IMP-180;MY DATA;CLI;1;;;;IMP-180;MY DATA;OWN;1;;;;IMP-180;;CNT;1;;;
IMP-181;TM;2021BT201TM;FR;;;;admin;2021-09-29;;;;;;2031-09-29;;;IMP-181;TIT;BT2i;en;1;CL;35, 41, 42, 45;en;1;IMP-181;BT2i;CLI;1;;;;IMP-181;BT2i;OWN;1;;;;IMP-181;;CNT;1;;;
IMP-182;TM;2021BT202TM;FR;;;;admin;2021-09-29;;;;;;2031-09-29;Retrait classe 38 suite à litige T;;IMP-182;TIT;Twatch (logo);en;1;CL;35, 42;en;1;IMP-182;BT2i;CLI;1;;;;IMP-182;BT2i;OWN;1;;;;IMP-182;;CNT;1;;;
IMP-183;TM;2021BT203TM;FR;;;;admin;2021-09-29;;;;;;;tjrs en cours d'examen;;IMP-183;TIT;TechWatch (logo);en;1;CL;35, 38, 42;en;1;IMP-183;BT2i;CLI;1;;;;IMP-183;BT2i;OWN;1;;;;IMP-183;;CNT;1;;;
IMP-184;TM;2021DRI01TM;UK;;;;admin;2021-10-05;UK00003706664;2021-12-31;UK00003706664;;;2031-10-05;;;IMP-184;TIT;DRIVENSPARK;en;1;CL;35, 36, 38, 41, 42;en;1;IMP-184;DRIVENSPARK;CLI;1;;;;IMP-184;DRIVENSPARK;OWN;1;;;;IMP-184;;CNT;1;;;
IMP-185;TM;2021O2F01TM;FR;;;;admin;2021-10-07;;;;;;2031-10-07;;;IMP-185;TIT;O2 FEEL;en;1;CL;9, 12, 36, 37, 39, 42;en;1;IMP-185;LEGALSPOT;CLI;1;;;;IMP-185;O2 FEEL;OWN;1;;;;IMP-185;GHARBI;CNT;1;;;
IMP-186;TM;2021MHW10TM;HK;;;;admin;2021-10-14;305771665;;;;;2031-10-13;;;IMP-186;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-186;MHW;CLI;1;;;;IMP-186;MHW;OWN;1;;;;IMP-186;;CNT;1;;;
IMP-187;TM;2021MHW11TM;HK;;;;admin;2021-10-14;305771674;2021-10-14;305771674;;;2031-10-14;;;IMP-187;TIT;DERMO IONIQ;en;1;CL;3, 5;en;1;IMP-187;MHW;CLI;1;;;;IMP-187;MHW;OWN;1;;;;IMP-187;;CNT;1;;;
IMP-188;TM;2021MHW08TM;WO;wo;;;admin;2021-10-14;1639380;2021-10-14;305771665;;;2031-10-14;;;IMP-188;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-188;MHW;CLI;1;;;;IMP-188;MHW;OWN;1;;;;IMP-188;;CNT;1;;;
IMP-189;TM;2021MHW08TM;UA;wo;;;admin;2021-10-15;1639380;2022-10-07;1639380;;;2031-10-15;;;IMP-189;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-189;MHW;CLI;1;;;;IMP-189;MHW;OWN;1;;;;IMP-189;;CNT;1;;;
IMP-190;TM;2021MHW08TM;MA;wo;;;admin;2021-10-15;1639380;;;;;2031-10-15;;;IMP-190;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-190;MHW;CLI;1;;;;IMP-190;MHW;OWN;1;;;;IMP-190;;CNT;1;;;
IMP-191;TM;2021MHW08TM;UK;wo;;;admin;2021-10-15;1639380;2022-04-07;WO000001639380;;;2031-10-15;;;IMP-191;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-191;MHW;CLI;1;;;;IMP-191;MHW;OWN;1;;;;IMP-191;;CNT;1;;;
IMP-192;TM;2021MHW08TM;JP;wo;;;admin;2021-10-15;1639380;;;;;2031-10-15;;;IMP-192;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-192;MHW;CLI;1;;;;IMP-192;MHW;OWN;1;;;;IMP-192;;CNT;1;;;
IMP-193;TM;2021MHW08TM;TH;wo;;;admin;2021-10-15;1639380;;;;;2031-10-15;;;IMP-193;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-193;MHW;CLI;1;;;;IMP-193;MHW;OWN;1;;;;IMP-193;;CNT;1;;;
IMP-194;TM;2021MHW08TM;KR;wo;;;admin;2021-10-15;1639380;;;;;2031-10-15;;;IMP-194;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3, 5;en;1;IMP-194;MHW;CLI;1;;;;IMP-194;MHW;OWN;1;;;;IMP-194;;CNT;1;;;
IMP-195;TM;2021AIR01TM;FR;;;;admin;2021-11-08;4815491;2021-11-08;4815491;;;2031-11-08;;;IMP-195;TIT;AIRCONEXX;en;1;CL;7, 8, 35, 40, 42;en;1;IMP-195;AIRCONEXX;CLI;1;;;;IMP-195;AIRCONEXX;OWN;1;;;;IMP-195;;CNT;1;;;
IMP-196;TM;2021MHW11TM;TW;;;;admin;2021-11-05;110080636;2022-10-01;2252339;;;2032-09-30;;;IMP-196;TIT;DERMO IONIQ;en;1;CL;3;en;1;IMP-196;MHW;CLI;1;;;;IMP-196;MHW;OWN;1;;;;IMP-196;;CNT;1;;;
IMP-197;TM;2021MHW14TM;UAE;;;;admin;2021-11-04;36780;2022-02-08;36780;;;2031-11-04;;;IMP-197;TIT;COLLAGENE D'EAU DOUCE;en;1;CL;3;en;1;IMP-197;MHW;CLI;1;;;;IMP-197;MHW;OWN;1;;;;IMP-197;;CNT;1;;;
IMP-198;TM;2021MHW13TM;CN;;;;admin;2021-11-08;STCCN210018;2022-05-07;60377316;;;2032-05-06;Retrait classe 5 suite à notif;;IMP-198;TIT;DERMO IONIQ;en;1;CL;3;en;1;IMP-198;MHW;CLI;1;;;;IMP-198;MHW;OWN;1;;;;IMP-198;;CNT;1;;;
IMP-199;TM;2021MHW13TM;CN;;;;admin;2021-11-08;STCCN210019;2022-05-07;60384540;;;2032-05-06;;;IMP-199;TIT;DERMO IONIQ;en;1;CL;5;en;1;IMP-199;MHW;CLI;1;;;;IMP-199;MHW;OWN;1;;;;IMP-199;;CNT;1;;;
IMP-200;TM;2021THI02TM;FR;;;;admin;2021-12-13;4825580;2021-12-13;4825580;2022-01-07;;2031-12-13;;;IMP-200;TIT;H3G;en;1;CL;9;en;1;IMP-200;THIOT INGENIERIE;CLI;1;;;;IMP-200;THIOT INGENIERIE;OWN;1;;;;IMP-200;;CNT;1;;;
IMP-201;TM;2021SUB02TM;WO;wo;;;admin;2021-12-09;1647131;;;;;;;;IMP-201;TIT;STORE COMMANDER;en;1;CL;9, 35, 38, 40, 41, 42;en;1;IMP-201;SUBLIM INVEST;CLI;1;;;;IMP-201;SUBLIM INVEST;OWN;1;;;;IMP-201;MILLET;CNT;1;;;
IMP-202;TM;;UK;wo;;;admin;2021-12-09;;;WO000001647131;;;2031-12-09;;;IMP-202;TIT;STORE COMMANDER;en;1;CL;9, 35, 38, 40, 41, 42;en;1;IMP-202;SUBLIM INVEST;CLI;1;;;;IMP-202;SUBLIM INVEST;OWN;1;;;;IMP-202;MILLET;CNT;1;;;
IMP-203;TM;;UE;wo;;;admin;;;;;;;;;;IMP-203;TIT;STORE COMMANDER;en;1;CL;9, 35, 38, 40, 41, 42;en;1;IMP-203;SUBLIM INVEST;CLI;1;;;;IMP-203;SUBLIM INVEST;OWN;1;;;;IMP-203;MILLET;CNT;1;;;
IMP-204;TM;;US;wo;;;admin;2021-12-09;79334512;2023-05-09;7045436;;;;;;IMP-204;TIT;STORE COMMANDER;en;1;CL;9, 35, 38, 40, 41, 42;en;1;IMP-204;SUBLIM INVEST;CLI;1;;;;IMP-204;SUBLIM INVEST;OWN;1;;;;IMP-204;MILLET;CNT;1;;;
IMP-205;TM;2021ALB01TM;FR;;;;admin;2021-12-20;4827653;;;;;2031-12-20;;;IMP-205;TIT;ALBERTE;en;1;CL;36, 43;en;1;IMP-205;ALBERTE & CO;CLI;1;;;;IMP-205;ALBERTE & CO;OWN;1;;;;IMP-205;DELAGE C;CNT;1;;;
IMP-206;DM;2022CMB01DM;FR;;;;admin;2022-01-31;20220528;2022-06-10;20220528;2022-06-10;;2027-01-31;;;IMP-206;TIT;Ombrière;en;1;CL;;en;1;IMP-206;CMBM;CLI;1;;;;IMP-206;CMBM;OWN;1;;;;IMP-206;;CNT;1;;;
IMP-207;tm;2021FER18TM;TW;;;;admin;2022-01-27;111006380;2022-09-16;2252177;;;2032-09-15;enregistrée;;IMP-207;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-207;FERMENTALG;CLI;1;;;;IMP-207;FERMENTALG;OWN;1;;;;IMP-207;COURTIAU;CNT;1;;;
IMP-208;TM;;FR;;;;admin;1998-07-06;98740824;1998-07-06;98740824;;;2028-07-06;;;IMP-208;TIT;VINISAFE;en;1;CL;30, 32, 33;en;1;IMP-208;BOUCHAGES DELAGE;CLI;1;;;;IMP-208;BOUCHAGES DELAGE;OWN;1;;;;IMP-208;;CNT;1;;;
IMP-209;TM;;FR;;;;admin;2022-02-04;4840541;2022-02-04;4840541;2022-02-25;;2032-02-04;;;IMP-209;TIT;AIR HYDRO ATLANTIC;en;1;CL;7, 12, 37, 42;en;1;IMP-209;AIR HYDRO ATLANTIC;CLI;1;;;;IMP-209;AIR HYDRO ATLANTIC;OWN;1;;;;IMP-209;;CNT;1;;;
IMP-210;TM;;FR;;;;admin;2022-03-07;4849840;2022-03-07;4849840;2022-04-01;;2032-03-07;;;IMP-210;TIT;KAPTIZ;en;1;CL;9, 38, 42;en;1;IMP-210;EVOPPS;CLI;1;;;;IMP-210;EVOPPS;OWN;1;;;;IMP-210;;CNT;1;;;
IMP-211;TM;2022SEN01TM;FR;;;;admin;2022-03-09;4850754;2022-03-09;4850754;2022-04-01;;2032-03-09;;;IMP-211;TIT;SENA SERVICES;en;1;CL;35, 41;en;1;IMP-211;SENA SEVICES;CLI;1;;;;IMP-211;SENA SEVICES;OWN;1;;;;IMP-211;;CNT;1;;;
IMP-212;TM;2022ALP02TM;FR;;;;admin;2022-03-11;4851390;;;2022-04-01;;2032-03-11;;;IMP-212;TIT;ACOUSTYS;en;1;CL;6, 17, 19, 37, 42, 44;en;1;IMP-212;Mess. GENESTE & ALPHONSE FELIX;CLI;1;;;;IMP-212;Mess. GENESTE & ALPHONSE FELIX;OWN;1;;;;IMP-212;;CNT;1;;;
IMP-213;TM;2022MDC01TM;FR;;;;admin;2022-02-07;4841434;;;2022-03-04;;;;;IMP-213;TIT;FEROMONE;en;1;CL;10, 45;en;1;IMP-213;LEGALSPOT;CLI;1;;;;IMP-213;MD CORPORATION ;OWN;1;;;;IMP-213;GHARBI;CNT;1;;;
IMP-214;TM;2022BT204TM;WO;wo;;;admin;2022-03-29;1674192;;;;;;;;IMP-214;TIT;Twatch (logo);en;1;CL;35, 42;en;1;IMP-214;BT2i;CLI;1;;;;IMP-214;BT2i;OWN;1;;;;IMP-214;;CNT;1;;;
IMP-215;TM;;UE;wo;;;admin;2022-03-29;1674192;;;;;;;;IMP-215;TIT;Twatch (logo);en;1;CL;35, 42;en;1;IMP-215;BT2i;CLI;1;;;;IMP-215;BT2i;OWN;1;;;;IMP-215;;CNT;1;;;
IMP-216;TM;;UK;wo;;;admin;2022-03-29;1674192;;;;;;;;IMP-216;TIT;Twatch (logo);en;1;CL;35, 42;en;1;IMP-216;BT2i;CLI;1;;;;IMP-216;BT2i;OWN;1;;;;IMP-216;;CNT;1;;;
IMP-217;TM;2022LEN01TM;FR;;;;admin;2022-05-13;4869152;;;;;2032-05-13;;;IMP-217;TIT;L'ENVERS DU DESSOUS;en;1;CL;5, 35, 37, 41, 45;en;1;IMP-217;LEGALSPOT;CLI;1;;;;IMP-217;LEGALSPOT;OWN;1;;;;IMP-217;GHARBI;CNT;1;;;
IMP-218;TM;2022TEM01TM;FR;;;;admin;2022-05-13;4869165;;;;;2032-05-13;;;IMP-218;TIT;TÉMÉ;en;1;CL;3, 21, 25, 28, 41, 43, 44, 45;en;1;IMP-218;LEGALSPOT;CLI;1;;;;IMP-218;LLT COACHING PRODUCTION LLC ;OWN;1;;;;IMP-218;GHARBI;CNT;1;;;
IMP-219;TM;2022THE01TM;FR;;;;admin;2022-05-17;4869923;;;;;2032-05-17;;;IMP-219;TIT;THELONAK;en;1;CL;35, 41;en;1;IMP-219;LEGALSPOT;CLI;1;;;;IMP-219;THELONAK;OWN;1;;;;IMP-219;GHARBI;CNT;1;;;
IMP-220;TM;;FR;;;;admin;2022-06-03;4874500;;;2022-06-24;;2032-06-03;;;IMP-220;TIT;OCTOPUS;en;1;CL;35, 37, 42;en;1;IMP-220;OCTOPUS;CLI;1;;;;IMP-220;OCTOPUS;OWN;1;;;;IMP-220;;CNT;1;;;
IMP-221;TM;;WO;wo;;;admin;2021-09-30;1638972;2022-01-13;1638972;;;2031-09-30;;;IMP-221;TIT;CARBON WORKS;en;1;CL;1, 11, 40, 42;en;1;IMP-221;CARBON WORKS;CLI;1;;;;IMP-221;CARBON WORKS;OWN;1;;;;IMP-221;COURTIAU;CNT;1;;;
IMP-222;TM;;CA;wo;;;admin;2021-09-30;1638972;;1638972;;;2031-09-30;;;IMP-222;TIT;CARBON WORKS;en;1;CL;1, 11, 40, 42;en;1;IMP-222;CARBON WORKS;CLI;1;;;;IMP-222;CARBON WORKS;OWN;1;;;;IMP-222;COURTIAU;CNT;1;;;
IMP-223;TM;;UE;wo;;;admin;2021-09-30;1638972;;1638972;;;2031-09-30;Octroi;;IMP-223;TIT;CARBON WORKS;en;1;CL;1, 11, 40, 42;en;1;IMP-223;CARBON WORKS;CLI;1;;;;IMP-223;CARBON WORKS;OWN;1;;;;IMP-223;COURTIAU;CNT;1;;;
IMP-224;TM;;UK;wo;;;admin;2021-09-30;1638972;;1638972;;;2031-09-30;Octroi;;IMP-224;TIT;CARBON WORKS;en;1;CL;1, 11, 40, 42;en;1;IMP-224;CARBON WORKS;CLI;1;;;;IMP-224;CARBON WORKS;OWN;1;;;;IMP-224;COURTIAU;CNT;1;;;
IMP-225;TM;;IN;wo;;;admin;2021-09-30;1638972;;1638972;;;2031-09-30;refus provisoire total en cours de traitement;;IMP-225;TIT;CARBON WORKS;en;1;CL;1, 11, 40, 42;en;1;IMP-225;CARBON WORKS;CLI;1;;;;IMP-225;CARBON WORKS;OWN;1;;;;IMP-225;COURTIAU;CNT;1;;;
IMP-226;TM;;US;wo;;;admin;2021-09-30;1638972;2023-06-13;7077522;;;2031-09-30;;;IMP-226;TIT;CARBON WORKS;en;1;CL;1, 11, 40, 42;en;1;IMP-226;CARBON WORKS;CLI;1;;;;IMP-226;CARBON WORKS;OWN;1;;;;IMP-226;COURTIAU;CNT;1;;;
IMP-227;NDD;;;;;;admin;2022-06-30;;;;;;2026-06-30;;;IMP-227;TIT;castine-bikes.com;en;1;CL;;en;1;IMP-227;SPORTLINE;CLI;1;;;;IMP-227;SPORTLINE;OWN;1;;;;IMP-227;;CNT;1;;;
IMP-228;NDD;;;;;;admin;2022-06-30;;;;;;2026-06-30;;;IMP-228;TIT;castine-bikes.eu;en;1;CL;;en;1;IMP-228;SPORTLINE;CLI;1;;;;IMP-228;SPORTLINE;OWN;1;;;;IMP-228;;CNT;1;;;
IMP-229;NDD;;;;;;admin;2022-06-30;;;;;;2026-06-30;;;IMP-229;TIT;castine-bikes.fr;en;1;CL;;en;1;IMP-229;SPORTLINE;CLI;1;;;;IMP-229;SPORTLINE;OWN;1;;;;IMP-229;;CNT;1;;;
IMP-230;TM;;FR;;;;admin;2022-07-07;4882959;2022-07-07;4882959;;;2032-07-07;;;IMP-230;TIT;CASTINE;en;1;CL;12, 25, 37, 39, 41;en;1;IMP-230;SPORTLINE;CLI;1;;;;IMP-230;SPORTLINE;OWN;1;;;;IMP-230;;CNT;1;;;
IMP-231;TM;2021MHW17TM;CN;;;;admin;2021-12-13;61363684;2022-06-28;61363684;;;2032-06-27;;;IMP-231;TIT;Translitt DERMO IONIQ + logo;en;1;CL;3;en;1;IMP-231;MHW;CLI;1;;;;IMP-231;MHW;OWN;1;;;;IMP-231;;CNT;1;;;
IMP-232;TM;2021MHW17TM;CN;;;;admin;2021-12-13;61352483;2022-06-28;61352483;;;2032-06-27;;;IMP-232;TIT;Translitt DERMO IONIQ + logo;en;1;CL;5;en;1;IMP-232;MHW;CLI;1;;;;IMP-232;MHW;OWN;1;;;;IMP-232;;CNT;1;;;
IMP-233;TM;;CN;;;;admin;2022-01-24;62339435;2022-07-06;62339435;;;2032-07-05;;;IMP-233;TIT;Translitt COLLAGENE + logo;en;1;CL;5;en;1;IMP-233;MHW;CLI;1;;;;IMP-233;MHW;OWN;1;;;;IMP-233;;CNT;1;;;
IMP-234;TM;;CN;;;;admin;2022-01-24;62360838;2022-07-13;62360838;;;2032-07-12;;;IMP-234;TIT;Translitt COLLAGENE + logo;en;1;CL;3;en;1;IMP-234;MHW;CLI;1;;;;IMP-234;MHW;OWN;1;;;;IMP-234;;CNT;1;;;
IMP-235;TM;;UE  ;;;;admin;2008-07-17;7096761;2008-07-17;7096761;;;2028-07-17;;;IMP-235;TIT;IODUS (logo);en;1;CL;18, 24, 25;en;1;IMP-235;M.S. MANAGEMENT;CLI;1;;;;IMP-235;M.S. MANAGEMENT;OWN;1;;;;IMP-235;POMMIER;CNT;1;;;
IMP-236;TM;;UE;;;;admin;2019-06-26;18086587;2019-06-26;18086587;;;2029-06-26;;;IMP-236;TIT;COMPAGNIE DU SOLEIL;en;1;CL;24, 25;en;1;IMP-236;MODE ET COMPAGNIE;CLI;1;;;;IMP-236;MODE ET COMPAGNIE;OWN;1;;;;IMP-236;POMMIER;CNT;1;;;
IMP-237;TM;;UE;;;;admin;2019-06-26;18087691;2019-06-26;18087691;;;2029-06-26;;;IMP-237;TIT;BIKINI BAR;en;1;CL;24, 25;en;1;IMP-237;M.S. MANAGEMENT;CLI;1;;;;IMP-237;M.S. MANAGEMENT;OWN;1;;;;IMP-237;POMMIER;CNT;1;;;
IMP-238;TM;2022EMO01TM;FR;;;;admin;2022-09-16;4898400;;;;;2032-09-16;;;IMP-238;TIT;EMOVEA;en;1;CL;35, 41;en;1;IMP-238;LEGALSPOT;CLI;1;;;;IMP-238;EMOVEA ;OWN;1;;;;IMP-238;GHARBI;CNT;1;;;
IMP-239;TM;2022MEN01TM;FR;;;;admin;2022-10-24;4907907;;;;;2032-10-24;;;IMP-239;TIT;VAUBAN 128;en;1;CL;35, 41, 42, 45;en;1;IMP-239;VAUBAN 128;CLI;1;;;;IMP-239;VAUBAN 128;OWN;1;;;;IMP-239;MENARD;CNT;1;;;
IMP-240;TM;2022MEN02TM;FR;;;;admin;2022-10-24;4907909;;;;;2032-10-24;;;IMP-240;TIT;VAUBAN 128 (logo);en;1;CL;35, 41, 42, 45;en;1;IMP-240;VAUBAN 128;CLI;1;;;;IMP-240;VAUBAN 128;OWN;1;;;;IMP-240;MENARD;CNT;1;;;
IMP-241;TM;2022LIL01TM;FR;;;;admin;2022-11-18;4914177;;;2022-12-09;;2032-11-18;;;IMP-241;TIT;DOUCEUR AND SABR;en;1;CL;9, 16, 35, 41;en;1;IMP-241;LEGALSPOT;CLI;1;;;;IMP-241;Lilya BF ;OWN;1;;;;IMP-241;GHARBI;CNT;1;;;
IMP-242;TM;2022LIL02TM;FR;;;;admin;2022-11-18;4914184;;;2022-12-09;;2032-11-18;;;IMP-242;TIT;LILYA B.F.;en;1;CL;9, 16, 41;en;1;IMP-242;LEGALSPOT;CLI;1;;;;IMP-242;Lilya BF ;OWN;1;;;;IMP-242;GHARBI;CNT;1;;;
IMP-243;TM;2022BAL04TM;FR;;;;admin;2022-11-18;4914191;;;2022-12-09;;2032-11-18;;;IMP-243;TIT;GROSSE TRUFFE;en;1;CL;32, 33, 35;en;1;IMP-243;SARL BALDES JEAN LUC TRIGUEDINA;CLI;1;;;;IMP-243;SARL BALDES JEAN LUC TRIGUEDINA;OWN;1;;;;IMP-243;BALDES;CNT;1;;;
IMP-244;TM;2022BAL05TM;FR;;;;admin;2022-11-18;4914194;;;2022-12-09;;2032-11-18;;;IMP-244;TIT;CAPITAINE MALBEC;en;1;CL;33;en;1;IMP-244;SARL BALDES JEAN LUC TRIGUEDINA;CLI;1;;;;IMP-244;SARL BALDES JEAN LUC TRIGUEDINA;OWN;1;;;;IMP-244;BALDES;CNT;1;;;
IMP-245;TM;2022BAL06TM;FR;;;;admin;2022-11-18;4914198;;;2022-12-09;;2032-11-18;;;IMP-245;TIT;MALBEC WAS HERE;en;1;CL;33;en;1;IMP-245;SARL BALDES JEAN LUC TRIGUEDINA;CLI;1;;;;IMP-245;SARL BALDES JEAN LUC TRIGUEDINA;OWN;1;;;;IMP-245;BALDES;CNT;1;;;
