import_ref;category_code;caseref;country;origin;type_code;alt_ref;responsible;filing_date;filing_num;registration_date;registration_num;publication_date;publication_num;expire_date;notes;parent_ref;import_ref;type_code;value;language;display_order;type_code;value;language;display_order;import_ref;actor_display_name;role;display_order;rate;actor_ref;date;import_ref;actor_display_name;role;display_order;rate;actor_ref;date;import_ref;actor_display_name;role;display_order;rate;actor_ref;date
IMP-080;TM;TM40RATZ07;FR;;;;admin;2016-12-19;4323396;2016-12-19;4323396;2017-01-13;;2026-12-19;Licence à la Brasserie;;IMP-080;TIT;RATZ;en;1;CL;32, 33, 43;en;1;IMP-080;CHRISTOPHE RATZ;CLI;1;;;;IMP-080;CHRISTOPHE RATZ;OWN;1;;;;IMP-080;RATZ;CNT;1;;;
IMP-081;TM;TM41RATZ08;FR;;;;admin;2019-04-12;4542870;2019-04-12;4542870;2019-05-03;;2029-04-12;Licence à la Brasserie;;IMP-081;TIT;PEPITA DE LEMON;en;1;CL;32, 33, 43;en;1;IMP-081;CHRISTOPHE RATZ;CLI;1;;;;IMP-081;CHRISTOPHE RATZ;OWN;1;;;;IMP-081;RATZ;CNT;1;;;
IMP-082;TM;TM42RATZ09;FR;;;;admin;2016-12-19;4323384;2016-12-19;4323384;2017-01-13;;2026-12-19;Licence à la Brasserie;;IMP-082;TIT;CHRISTOPHE RATZ;en;1;CL;32, 33, 43;en;1;IMP-082;CHRISTOPHE RATZ;CLI;1;;;;IMP-082;CHRISTOPHE RATZ;OWN;1;;;;IMP-082;RATZ;CNT;1;;;
IMP-083;TM;TM44BARSUN01;FR;;;;admin;2009-01-07;3621279;2009-01-07;3621279;2009-02-13;;2029-01-07;;;IMP-083;TIT;BARSUN (sf);en;1;CL;17, 19, 37;en;1;IMP-083;BARSUN;CLI;1;;;;IMP-083;BARSUN;OWN;1;;;;IMP-083;;CNT;1;;;
IMP-084;TM;TM45MOUTONGIVRE02;FR;;;;admin;2019-07-02;4564444;2019-07-02;4564444;2019-07-26;;2029-07-02;;;IMP-084;TIT;LE MOUTON GIVRE;en;1;CL;11, 18, 21;en;1;IMP-084;LE MOUTON GIVRE;CLI;1;;;;IMP-084;LE MOUTON GIVRE;OWN;1;;;;IMP-084;;CNT;1;;;
IMP-085;TM;TM47FERMENTALG14;WO;wo;;;admin;2019-07-25;1495299;;;;;2029-07-25;Retrait classe 33 suite litige en FR;;IMP-085;TIT;BLUE ORIGINS;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-085;FERMENTALG;CLI;1;;;;IMP-085;FERMENTALG;OWN;1;;;;IMP-085;COURTIAU;CNT;1;;;
IMP-086;TM;TM47FERMENTALG14;US;wo;;;admin;2019-07-25;1495299;2020-10-20;6177140;;;2029-07-25;octroi;;IMP-086;TIT;BLUE ORIGINS;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-086;FERMENTALG;CLI;1;;;;IMP-086;FERMENTALG;OWN;1;;;;IMP-086;COURTIAU;CNT;1;;;
IMP-087;TM;TM47FERMENTALG14;CA;wo;;;admin;2019-07-25;1495299;;1993422;;;2029-07-25;octroi;;IMP-087;TIT;BLUE ORIGINS;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-087;FERMENTALG;CLI;1;;;;IMP-087;FERMENTALG;OWN;1;;;;IMP-087;COURTIAU;CNT;1;;;
IMP-088;TM;TM47FERMENTALG14;CN;wo;;;admin;2019-07-25;1495299;;;;;2029-07-25;Partiellement acceptée (nov. 2024);;IMP-088;TIT;BLUE ORIGINS;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-088;FERMENTALG;CLI;1;;;;IMP-088;FERMENTALG;OWN;1;;;;IMP-088;COURTIAU;CNT;1;;;
IMP-089;TM;TM47FERMENTALG14;UE;wo;;;admin;2019-07-25;1495299;2020-04-30;;;;2029-07-25;octroi;;IMP-089;TIT;BLUE ORIGINS;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-089;FERMENTALG;CLI;1;;;;IMP-089;FERMENTALG;OWN;1;;;;IMP-089;COURTIAU;CNT;1;;;
IMP-090;TM;TM47FERMENTALG14;UK;;;;admin;2019-07-25;UK00801495299;2020-04-07;UK00801495299;;;2029-07-25;octroi;;IMP-090;TIT;BLUE ORIGINS;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-090;FERMENTALG;CLI;1;;;;IMP-090;FERMENTALG;OWN;1;;;;IMP-090;COURTIAU;CNT;1;;;
IMP-091;TM;TM47FERMENTALG14;JP;WO;;;admin;2019-07-25;1495299;;;;;2029-07-25;octroi;;IMP-091;TIT;BLUE ORIGINS;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-091;FERMENTALG;CLI;1;;;;IMP-091;FERMENTALG;OWN;1;;;;IMP-091;COURTIAU;CNT;1;;;
IMP-092;TM;TM43CGR01;MY;;;;admin;2019-07-12;TM2019025394;;;;;2029-07-12;Refus provisoire en cours;;IMP-092;TIT;ICE (sf);en;1;CL;41;en;1;IMP-092;MAURIAC;CLI;1;;;;IMP-092;CGR;OWN;1;;;;IMP-092;MAURIAC;CNT;1;;;
IMP-093;TM;TM46CGR02;AR;;;;admin;2019-07-12;3819244;;;;;2031-11-26;;;IMP-093;TIT;ICE (sf);en;1;CL;41;en;1;IMP-093;MAURIAC;CLI;1;;;;IMP-093;CGR;OWN;1;;;;IMP-093;MAURIAC;CNT;1;;;
IMP-094;TM;TM48CGR03;CA;;;;admin;2019-07-23;1975975;;;;;2029-07-17;;;IMP-094;TIT;ICE (sf);en;1;CL;41;en;1;IMP-094;MAURIAC;CLI;1;;;;IMP-094;CGR;OWN;1;;;;IMP-094;MAURIAC;CNT;1;;;
IMP-095;TM;TM50PASQUET01;MO;;;;admin;2019-10-14;N/160745;2020-03-10;N/160745;;;2027-03-10;obligation d'usage à 3 ans;;IMP-095;TIT;LIBER PATER;en;1;CL;33;en;1;IMP-095;PASQUET;CLI;1;;;;IMP-095;PASQUET;OWN;1;;;;IMP-095;;CNT;1;;;
IMP-096;TM;TM51PASQUET02;TW;;;;admin;2019-09-27;108063864;2020-05-16;2059964;;;2030-05-15;;;IMP-096;TIT;LIBER PATER;en;1;CL;33;en;1;IMP-096;PASQUET;CLI;1;;;;IMP-096;PASQUET;OWN;1;;;;IMP-096;;CNT;1;;;
IMP-097;TM;TM52PASQUET03;HK;;;;admin;2019-08-02;30501385;2019-08-02;;;;2029-08-02;obligation d'usage à 3 ans;;IMP-097;TIT;LIBER PATER;en;1;CL;33;en;1;IMP-097;PASQUET;CLI;1;;;;IMP-097;PASQUET;OWN;1;;;;IMP-097;;CNT;1;;;
IMP-098;TM;TM53PASQUET04;SG;;;;admin;2019-08-02;40201916928U;2019-08-02;40201916928U;;;2029-08-02;;;IMP-098;TIT;LIBER PATER;en;1;CL;33;en;1;IMP-098;PASQUET;CLI;1;;;;IMP-098;PASQUET;OWN;1;;;;IMP-098;;CNT;1;;;
IMP-099;TM;TM54THIOT01;FR;;;;admin;2019-10-08;4588521;2019-10-08;4588521;2019-11-01;;2029-10-08;;;IMP-099;TIT;SHOCK PHYSICS ACADEMY;en;1;CL;9, 41, 42;en;1;IMP-099;THIOT;CLI;1;;;;IMP-099;THIOT;OWN;1;;;;IMP-099;;CNT;1;;;
IMP-100;TM;TM55MHW06;WO;wo;;;admin;2019-09-17;1497261;;1497261;;;2029-09-17;;;IMP-100;TIT;DI (fig);en;1;CL;3, 5, 44;en;1;IMP-100;MHW;CLI;1;;;;IMP-100;MHW;OWN;1;;;;IMP-100;;CNT;1;;;
IMP-101;TM;TM55MHW06;UE;wo;;;admin;2019-09-17;1497261;;1497261;;;2029-09-17;Octroi partiel suite à oppo;;IMP-101;TIT;DI (fig);en;1;CL;3, 5, 44;en;1;IMP-101;MHW;CLI;1;;;;IMP-101;MHW;OWN;1;;;;IMP-101;;CNT;1;;;
IMP-102;TM;TM55MHW06;CH;wo;;;admin;2019-09-17;1497261;2020-10-01;1497261;;;2029-09-17;octroi;;IMP-102;TIT;DI (fig);en;1;CL;3 5 44;en;1;IMP-102;MHW;CLI;1;;;;IMP-102;MHW;OWN;1;;;;IMP-102;;CNT;1;;;
IMP-103;TM;TM56BOUCHAGESDELAGE03;WO;wo;;;admin;2018-02-27;1422629;;;;;2028-02-27;;;IMP-103;TIT;PRIMO CONNECT;en;1;CL;6, 9, 17, 20, 21, 38, 39, 42, 45;en;1;IMP-103;BOUCHAGES DELAGE;CLI;1;;;;IMP-103;BOUCHAGES DELAGE;OWN;1;;;;IMP-103;;CNT;1;;;
IMP-104;TM;TM56BOUCHAGESDELAGE03;UE;wo;;;admin;2018-02-27;1422629;2019-07-29;;;;2028-02-27;Oppo surmontée (cabinet précédent);;IMP-104;TIT;PRIMO CONNECT;en;1;CL;6, 9, 17, 20, 21, 38, 39, 42, 45;en;1;IMP-104;BOUCHAGES DELAGE;CLI;1;;;;IMP-104;BOUCHAGES DELAGE;OWN;1;;;;IMP-104;;CNT;1;;;
IMP-105;TM;TM56BOUCHAGESDELAGE03;UK;;;;admin;2018-02-27;UK00801422629;2019-07-29;UK00801422629;;;2028-02-27;;;IMP-105;TIT;PRIMO CONNECT;en;1;CL;6, 9, 17, 20, 21, 38, 39, 42, 45;en;1;IMP-105;BOUCHAGES DELAGE;CLI;1;;;;IMP-105;BOUCHAGES DELAGE;OWN;1;;;;IMP-105;;CNT;1;;;
IMP-106;TM;TM56BOUCHAGESDELAGE03;US;wo;;;admin;2018-02-27;1422629;2021-01-26;6253351;;;2028-02-27;Négo en cours avec PRIMO;;IMP-106;TIT;PRIMO CONNECT;en;1;CL;6, 9, 17, 20, 21, 38, 39, 42, 45;en;1;IMP-106;BOUCHAGES DELAGE;CLI;1;;;;IMP-106;BOUCHAGES DELAGE;OWN;1;;;;IMP-106;;CNT;1;;;
IMP-107;TM;TM58BOUCHAGESDELAGE;FR;;;;admin;2017-09-14;4388433;2017-09-14;4388433;2017-10-06;;2027-09-14;;;IMP-107;TIT;PRIMO CONNECT;en;1;CL;6, 9, 17, 20, 21, 38, 39, 42, 45;en;1;IMP-107;BOUCHAGES DELAGE;CLI;1;;;;IMP-107;BOUCHAGES DELAGE;OWN;1;;;;IMP-107;;CNT;1;;;
IMP-108;TM;TM57FERMENTALG15;FR;;;;admin;2019-09-26;4584912;2019-09-26;4584912;2019-10-18;;2029-09-26;;;IMP-108;TIT;KALVEĀ;en;1;CL;1, 2, 5, 29, 30, 32;en;1;IMP-108;FERMENTALG;CLI;1;;;;IMP-108;FERMENTALG;OWN;1;;;;IMP-108;COURTIAU;CNT;1;;;
IMP-109;TM;2019CAS02TM;FR;;;;admin;2019-10-21;4592543;2019-10-21;4592543;2019-11-15;;2029-10-21;;;IMP-109;TIT;FILWOOD;en;1;CL;4, 7, 35, 37, 39, 40;en;1;IMP-109;CASSARD;CLI;1;;;;IMP-109;CASSARD;OWN;1;;;;IMP-109;;CNT;1;;;
IMP-110;TM;2019SYN02TM;FR;;;;admin;2019-10-21;4592292;2019-10-21;4592292;2019-11-15;;2029-10-21;;;IMP-110;TIT;SYNAP'S;en;1;CL;35, 41;en;1;IMP-110;SYNAP'S;CLI;1;;;;IMP-110;SYNAP'S;OWN;1;;;;IMP-110;;CNT;1;;;
IMP-111;TM;2019SPFR01TM;FR;;;;admin;2019-12-05;4605154;2019-12-05;4605154;2019-12-27;;2029-12-05;;;IMP-111;TIT;Logo ROCAMADOUR;en;1;CL;3, 8, 9, 11, 12, 14, 16, 18, 20, 21, 24, 25, 28, 29, 30, 32, 33, 35, 39, 41, 43;en;1;IMP-111;SYNDICAT DES PRODUCTEURS ;CLI;1;;;;IMP-111;SYNDICAT DES PRODUCTEURS ;OWN;1;;;;IMP-111;;CNT;1;;;
IMP-112;TM;2019CES01;FR;;;;admin;2019-12-05;4605227;2019-12-05;4605227;2019-12-27;;2029-12-05;;;IMP-112;TIT;Logo C (rouge);en;1;CL;37;en;1;IMP-112;CESARO;CLI;1;;;;IMP-112;CESARO;OWN;1;;;;IMP-112;;CNT;1;;;
IMP-113;TM;2019CES02;FR;;;;admin;2019-12-05;4605232;2019-12-05;4605232;2019-12-27;;2029-12-05;;;IMP-113;TIT;Logo C (n&b);en;1;CL;37;en;1;IMP-113;CESARO;CLI;1;;;;IMP-113;CESARO;OWN;1;;;;IMP-113;;CNT;1;;;
IMP-114;TM;2019CES03;FR;;;;admin;2019-12-05;4605241;2019-12-05;4605241;2019-12-27;;2029-12-05;;;IMP-114;TIT;CESARO;en;1;CL;37;en;1;IMP-114;CESARO;CLI;1;;;;IMP-114;CESARO;OWN;1;;;;IMP-114;;CNT;1;;;
IMP-115;TM;2019SKI01;FR;;;;admin;2019-12-16;4607641;2019-12-16;4607641;2020-01-10;;2029-12-16;;;IMP-115;TIT;DAKSHA;en;1;CL;9, 35, 41;en;1;IMP-115;SKILL CONNECTION;CLI;1;;;;IMP-115;SKILL CONNECTION;OWN;1;;;;IMP-115;;CNT;1;;;
IMP-116;TM;2020ATE02;FR;;;;admin;2020-01-24;4617281;2020-01-24;204617281;2020-02-14;;2030-01-24;;;IMP-116;TIT;ATELIERS CORD'ÂGES;en;1;CL;41, 44;en;1;IMP-116;ATELIERS CORD'AGES;CLI;1;;;;IMP-116;ATELIERS CORD'AGES;OWN;1;;;;IMP-116;;CNT;1;;;
IMP-117;TM;2020CAR01TM;FR;;;;admin;2020-02-06;4621321;;;2020-02-28;;2030-02-06;Limitation libellé pour exclure certaines maladies;;IMP-117;TIT;VERTUO;en;1;CL;3, 5, 9, 10, 11, 21, 36, 37, 40, 41, 44;en;1;IMP-117;IMVOS;CLI;1;;;;IMP-117;IMVOS;OWN;1;;;;IMP-117;BARILLET;CNT;1;;;
IMP-118;TM;2020AMB01TM;FR;;;;admin;2020-02-17;4624820;2020-02-17;4624820;2020-03-13;;2030-02-17;;;IMP-118;TIT;AMBEA;en;1;CL;35, 41;en;1;IMP-118;DEBORAH CHAPEL;CLI;1;;;;IMP-118;DEBORAH CHAPEL;OWN;1;;;;IMP-118;CHAPEL;CNT;1;;;
IMP-119;TM;2020VIA01TM;FR;;;;admin;2020-02-19;4625493;2020-02-19;4625493;2020-03-13;;2030-02-19;;;IMP-119;TIT;ENTRE VUES & INTER LIGNES;en;1;CL;16, 28, 41;en;1;IMP-119;NICOLE VIALARD;CLI;1;;;;IMP-119;NICOLE VIALARD;OWN;1;;;;IMP-119;VIALARD;CNT;1;;;
IMP-120;TM;2020FIB01TM;FR;;;;admin;2020-02-19;4625512;2020-02-19;4625512;2020-03-13;;2030-02-19;;;IMP-120;TIT;FIBOIS;en;1;CL;35, 41, 45;en;1;IMP-120;FIBOIS;CLI;1;;;;IMP-120;FIBOIS;OWN;1;;;;IMP-120;;CNT;1;;;
IMP-121;TM;;FR;;;;admin;2020-03-04;4629539;2020-03-04;4629539;2020-03-27;;2030-03-04;;;IMP-121;TIT;ADTP32;en;1;CL;37, 39, 44;en;1;IMP-121;ADTP32;CLI;1;;;;IMP-121;ADTP32;OWN;1;;;;IMP-121;;CNT;1;;;
IMP-122;TM;2020MAG01TM;FR;;;;admin;2020-03-05;4630092;2020-03-05;4630092;2020-03-27;;2030-03-05;;;IMP-122;TIT;ADMAT;en;1;CL;35, 40;en;1;IMP-122;MAGASIN DE GASCOGNE;CLI;1;;;;IMP-122;MAGASIN DE GASCOGNE;OWN;1;;;;IMP-122;;CNT;1;;;
IMP-123;TM;2020BAL03TM;FR;;;;admin;2020-03-12;4632141;2020-03-12;4632141;2020-04-03;;2030-03-12;;;IMP-123;TIT;LA PART DES BICHES;en;1;CL;32, 33, 35;en;1;IMP-123;SARL BALDES JEAN LUC TRIGUEDINA;CLI;1;;;;IMP-123;SARL BALDES JEAN LUC TRIGUEDINA;OWN;1;;;;IMP-123;BALDES;CNT;1;;;
IMP-124;TM;2020LED01TM;FR;;;;admin;2020-03-09;4631094;2020-03-09;4631094;2020-04-03;;2030-03-09;Liquidation société;;IMP-124;TIT;IZY;en;1;CL;39;en;1;IMP-124;EIRL LEDOUX;CLI;1;;;;IMP-124;EIRL LEDOUX;OWN;1;;;;IMP-124;LEDOUX;CNT;1;;;
IMP-125;TM;2020LED02TM;FR;;;;admin;2020-03-09;4631106;2020-03-09;4631106;2020-04-03;;2030-03-09;Liquidation société;;IMP-125;TIT;IZY (logo);en;1;CL;39;en;1;IMP-125;EIRL LEDOUX;CLI;1;;;;IMP-125;EIRL LEDOUX;OWN;1;;;;IMP-125;LEDOUX;CNT;1;;;
IMP-126;TM;2020STR01TM;FR;;;;admin;2020-03-13;4632502;2020-03-13;4632502;2020-04-03;;2030-03-13;;;IMP-126;TIT;L'ARBRE EN SOI;en;1;CL;41, 44;en;1;IMP-126;NADINE STRUBE;CLI;1;;;;IMP-126;NADINE STRUBE;OWN;1;;;;IMP-126;STRUBE;CNT;1;;;
IMP-127;TM;2020GAR01TM;FR;;;;admin;2020-03-19;4633534;2020-03-19;4633534;2020-04-10;;2030-03-19;Licence à N124 COMMUNICATION;;IMP-127;TIT;N124;en;1;CL;16, 35, 41, 42;en;1;IMP-127;GARZELLI;CLI;1;;;;IMP-127;GARZELLI;OWN;1;;;;IMP-127;GARZELLI;CNT;1;;;
IMP-128;TM;2020GAR02TM;FR;;;;admin;2020-03-19;4633536;2020-03-19;4633536;2020-04-10;;2030-03-19;Licence à N124 COMMUNICATION;;IMP-128;TIT;N124 FORMATION;en;1;CL;41;en;1;IMP-128;GARZELLI;CLI;1;;;;IMP-128;GARZELLI;OWN;1;;;;IMP-128;GARZELLI;CNT;1;;;
IMP-129;TM;;FR;;;;admin;2013-03-21;3991816;2013-03-21;3991816;;;2033-03-21;;;IMP-129;TIT;N124 Libérez votre imagination;en;1;CL;9, 35, 42;en;1;IMP-129;GARZELLI;CLI;1;;;;IMP-129;GARZELLI;OWN;1;;;;IMP-129;GARZELLI;CNT;1;;;
IMP-130;TM;;FR;;;;admin;2020-04-30;4643643;;;2020-05-22;;2030-04-30;;;IMP-130;TIT;GERMPROTECT;en;1;CL;9, 19, 20;en;1;IMP-130;MORE & FAST;CLI;1;;;;IMP-130;MORE & FAST;OWN;1;;;;IMP-130;;CNT;1;;;
IMP-131;TM;;FR;;;;admin;2020-04-30;4643644;;;2020-05-22;;2030-04-30;;;IMP-131;TIT;GERMPROTECT BY ICM INDUSTRIE;en;1;CL;9, 19, 20;en;1;IMP-131;MORE & FAST;CLI;1;;;;IMP-131;MORE & FAST;OWN;1;;;;IMP-131;;CNT;1;;;
IMP-132;TM;;FR;;;;admin;2020-05-15;4648048;;;2020-06-05;;2030-05-15;;;IMP-132;TIT;LOGO VERTUO;en;1;CL;3, 5, 9, 10, 11, 21, 36, 37, 40, 41, 44;en;1;IMP-132;IMVOS;CLI;1;;;;IMP-132;DENTALLEY;OWN;1;;;;IMP-132;BARILLET;CNT;1;;;
IMP-133;TM;TM57FERMENTALG15;WO;wo;;;admin;2020-03-19;1528588;;1528588;;;2030-03-19;;;IMP-133;TIT;KALVEĀ;en;1;CL;1, 5, 29, 30, 32;en;1;IMP-133;FERMENTALG;CLI;1;;;;IMP-133;FERMENTALG;OWN;1;;;;IMP-133;COURTIAU;CNT;1;;;
IMP-134;TM;;US;wo;;;admin;2020-03-19;1528588;2021-12-28;6599508;;;2030-03-19;octroi;;IMP-134;TIT;KALVEĀ;en;1;CL;1, 5, 29, 30, 32;en;1;IMP-134;FERMENTALG;CLI;1;;;;IMP-134;FERMENTALG;OWN;1;;;;IMP-134;COURTIAU;CNT;1;;;
IMP-135;TM;;CA;wo;;;admin;2020-03-19;1528588;;2026755;;;2030-03-19;octroi;;IMP-135;TIT;KALVEĀ;en;1;CL;1, 5, 29, 30, 32;en;1;IMP-135;FERMENTALG;CLI;1;;;;IMP-135;FERMENTALG;OWN;1;;;;IMP-135;COURTIAU;CNT;1;;;
IMP-136;TM;;JP;wo;;;admin;2020-03-19;1528588;;;;;2030-03-19;octroi;;IMP-136;TIT;KALVEĀ;en;1;CL;1, 5, 29, 30, 32;en;1;IMP-136;FERMENTALG;CLI;1;;;;IMP-136;FERMENTALG;OWN;1;;;;IMP-136;COURTIAU;CNT;1;;;
IMP-137;TM;;CN;wo;;;admin;2020-03-19;1528588;;1528588;;;2030-03-19;octroi;;IMP-137;TIT;KALVEĀ;en;1;CL;1, 5, 29, 30, 32;en;1;IMP-137;FERMENTALG;CLI;1;;;;IMP-137;FERMENTALG;OWN;1;;;;IMP-137;COURTIAU;CNT;1;;;
IMP-138;TM;;UE;wo;;;admin;2020-03-19;1528588;2020-10-15;;;;2030-03-19;Octroi;;IMP-138;TIT;KALVEĀ;en;1;CL;1, 5, 29, 30, 32;en;1;IMP-138;FERMENTALG;CLI;1;;;;IMP-138;FERMENTALG;OWN;1;;;;IMP-138;COURTIAU;CNT;1;;;
IMP-139;TM;;UK;;;;admin;2020-03-18;UK00801528588;2020-09-29;UK00801528588;;;2030-03-19;octroi;;IMP-139;TIT;KALVEĀ;en;1;CL;1 5 29 30 32;en;1;IMP-139;FERMENTALG;CLI;1;;;;IMP-139;FERMENTALG;OWN;1;;;;IMP-139;COURTIAU;CNT;1;;;
IMP-140;TM;;UK;wo;;;admin;2020-03-19;1528588;2020-09-10;;;;2030-03-19;octroi - doublon avec marque UK, ne pas renou à terme;;IMP-140;TIT;KALVEĀ;en;1;CL;1, 5, 29, 30, 32;en;1;IMP-140;FERMENTALG;CLI;1;;;;IMP-140;FERMENTALG;OWN;1;;;;IMP-140;COURTIAU;CNT;1;;;
IMP-141;TM;;CN;wo;;;admin;2021-01-22;1528588;;1528588H;;;2030-03-19;octroi;;IMP-141;TIT;KALVEĀ;en;1;CL;5;en;1;IMP-141;FERMENTALG;CLI;1;;;;IMP-141;FERMENTALG;OWN;1;;;;IMP-141;COURTIAU;CNT;1;;;
IMP-142;TM;;FR;;;;admin;2020-07-07;4664237;2020-07-07;4664237;2020-07-31;;2030-07-07;Accord de coexistence L'OSTAL;;IMP-142;TIT;L'OUSTAL BLANC;en;1;CL;33;en;1;IMP-142;ISABEL FONQUERLE;CLI;1;;;;IMP-142;ISABEL FONQUERLE;OWN;1;;;;IMP-142;FONQUERLE;CNT;1;;;
IMP-143;TM;2020DAN01TM;FR;;;;admin;2020-07-15;4666007;;;2020-08-07;;2030-07-15;;;IMP-143;TIT;DANS TA ROUE;en;1;CL;12, 35, 37, 38, 41;en;1;IMP-143;LUCILE VOISIN;CLI;1;;;;IMP-143;LUCILE VOISIN;OWN;1;;;;IMP-143;VOISIN;CNT;1;;;
IMP-144;TM;;TW;;;;admin;2020-07-10;109046376;2021-06-16;2148915;;;2031-06-15;;;IMP-144;TIT;ICE (sf);en;1;CL;41;en;1;IMP-144;MAIROAC;CLI;1;;;;IMP-144;CGR;OWN;1;;;;IMP-144;MAURIAC;CNT;1;;;
IMP-145;TM;2020LEB01TM;FR;;;;admin;2020-07-27;4669688;;;2020-08-21;;2030-07-27;;;IMP-145;TIT;HAND & COM;en;1;CL;41;en;1;IMP-145;SANDRA LEBERS BERSON;CLI;1;;;;IMP-145;SANDRA LEBERS BERSON;OWN;1;;;;IMP-145;LEBERS BERSON;CNT;1;;;
IMP-146;TM;2020PRE01TM;FR;;;;admin;2020-09-08;4680437;;;2020-10-02;;2030-09-08;;;IMP-146;TIT;DAYNAMICS;en;1;CL;09, 35, 41;en;1;IMP-146;SOGER;CLI;1;;;;IMP-146;SOGER;OWN;1;;;;IMP-146;;CNT;1;;;
IMP-147;TM;;FR;;;;admin;2020-09-21;4684114;2020-09-21;4684114;2020-10-16;;2030-09-21;;;IMP-147;TIT;DHA 510 ORIGINS (logo);en;1;CL;1, 5;en;1;IMP-147;FERMENTALG;CLI;1;;;;IMP-147;FERMENTALG;OWN;1;;;;IMP-147;COURTIAU;CNT;1;;;
IMP-148;BT;;FR;;;;admin;2011-10-26;FR1103260;;;2013-05-03;;2026-11-02;;;IMP-148;TIT;SUPPORT POUR BOITIER;en;1;CL;;en;1;IMP-148;BBWORKERS;CLI;1;;;;IMP-148;BBWORKERS;OWN;1;;;;IMP-148;;CNT;1;;;
IMP-149;TM;2020ALP01TM;FR;;;;admin;2020-12-04;4708892;;;2020-12-25;;2030-12-04;;;IMP-149;TIT;KAPAMEX;en;1;CL;35;en;1;IMP-149;PASCAL ALPHONSE FELIX;CLI;1;;;;IMP-149;PASCAL ALPHONSE FELIX;OWN;1;;;;IMP-149;PAURIAC;CNT;1;;;
IMP-150;TM;2020MAR01TM;FR;;;;admin;2021-02-02;4727965;;;2021-02-26;;2031-02-02;;;IMP-150;TIT;MARULA;en;1;CL;35, 41, 42;en;1;IMP-150;MARULA CONSEIL;CLI;1;;;;IMP-150;MARULA CONSEIL;OWN;1;;;;IMP-150;;CNT;1;;;
IMP-151;TM;2020MAR02TM;FR;;;;admin;2021-02-02;4727962;;;2021-02-26;;2031-02-02;;;IMP-151;TIT;MARULA (LOGO);en;1;CL;35, 41, 42;en;1;IMP-151;MARULA CONSEIL;CLI;1;;;;IMP-151;MARULA CONSEIL;OWN;1;;;;IMP-151;;CNT;1;;;
IMP-152;TM;2021CHE01TM;FR;;;;admin;2021-03-17;4744793;;4744793;;;2031-03-17;;;IMP-152;TIT;POPITA;en;1;CL;35, 40, 42;en;1;IMP-152;CHEESE;CLI;1;;;;IMP-152;CHEESE;OWN;1;;;;IMP-152;;CNT;1;;;
IMP-153;TM;2021MIN01TM;FR;;;;admin;2021-03-17;4744795;;4744795;2021-04-09;;2031-03-17;;;IMP-153;TIT;PERFOPRENEUR;en;1;CL;35, 41;en;1;IMP-153;MINDSET GAGNANT;CLI;1;;;;IMP-153;MINDSET GAGNANT;OWN;1;;;;IMP-153;;CNT;1;;;
IMP-154;TM;2021MUZ01TM;FR;;;;admin;2021-03-23;4747296;;;2021-04-09;;2031-03-23;;;IMP-154;TIT;ATELIER MÜZ;en;1;CL;14, 35, 37, 41, 42;en;1;IMP-154;ATELIER MUZ;CLI;1;;;;IMP-154;ATELIER MUZ;OWN;1;;;;IMP-154;;CNT;1;;;
IMP-155;TM;2021LAC01TM;FR;;;;admin;2021-03-23;4747309;;4747309;;;2031-03-23;;;IMP-155;TIT;LACONTAL;en;1;CL;3, 29, 31, 35, 41;en;1;IMP-155;FERME DE LACONTAL;CLI;1;;;;IMP-155;FERME DE LACONTAL;OWN;1;;;;IMP-155;;CNT;1;;;
IMP-156;TM;2021FER17TM;WO;wo;;;admin;2021-03-19;1609405;;;;;2031-03-19;;;IMP-156;TIT;DHA 510 ORIGINS (logo);en;1;CL;1, 5;en;1;IMP-156;FERMENTALG;CLI;1;;;;IMP-156;FERMENTALG;OWN;1;;;;IMP-156;COURTIAU;CNT;1;;;
IMP-157;TM;2021FER17TM;US;wo;;;admin;2021-03-19;1609405;2022-06-21;6 762 990;;;2031-03-19;octroi;;IMP-157;TIT;DHA 510 ORIGINS (logo);en;1;CL;1, 5;en;1;IMP-157;FERMENTALG;CLI;1;;;;IMP-157;FERMENTALG;OWN;1;;;;IMP-157;COURTIAU;CNT;1;;;
IMP-158;TM;2021FER17TM;JP;wo;;;admin;2021-03-19;1609405;;;;;2031-03-19;octroi;;IMP-158;TIT;DHA 510 ORIGINS (logo);en;1;CL;1, 5;en;1;IMP-158;FERMENTALG;CLI;1;;;;IMP-158;FERMENTALG;OWN;1;;;;IMP-158;COURTIAU;CNT;1;;;
IMP-159;TM;2021FER17TM;US;wo;;;admin;2021-03-19;1609405;;;;;2031-03-19;octroi;;IMP-159;TIT;DHA 510 ORIGINS (logo);en;1;CL;1, 5;en;1;IMP-159;FERMENTALG;CLI;1;;;;IMP-159;FERMENTALG;OWN;1;;;;IMP-159;COURTIAU;CNT;1;;;
