"code","type","creator","updater","created_at","updated_at"
"DIV","{
    ""en"": ""Divisional"",
    ""fr"": ""Divisionnaire"",
    ""de"": ""Teilanmeldung""
}","system",NULL,"2024-03-08 11:26:57","2024-03-08 11:26:57"
